EoD_UPRISING;[Root.Religion.GetName] Reckoning;Jour du Jugement [Root.Religion.GetName];[Root.Religion.GetName] – Abrechnung;;El juicio de [Root.Religion.GetName];;;;;;;;;x
EVTOPTA_RIP_5061_TOOLTIP_A;Imprison §Y[From.GetTitledFirstName]§! and §Y[syphilis_lover.GetTitledFirstName]§!, whom your spies believe is [From.GetHerHis] lover.\n;Vous emprisonnez [From.Get_le_TitledFirstNameJ] et [syphilis_lover.Get_le_TitledFirstNameJ], qui, selon vos espions, est son amant[syphilis_lover.Get_E].\n;Werft §Y[From.GetTitledFirstName]§! und §Y[syphilis_lover.GetTitledFirstName]§!, die Euren Spionen zufolge ein Liebespaar sind, in den Kerker.\n;;Apresar a §Y[From.GetTitledFirstName]§! y a §Y[syphilis_lover.GetTitledFirstName]§!, quien tus espías creen que es su amante.\n;;;;;;;x
EVTOPTA_RIP_5061_TOOLTIP_B;Imprison §Y[From.GetTitledFirstName]§!.\n;Vous emprisonnez [From.Get_le_TitledFirstNameJ].\n;Werft §Y[From.GetTitledFirstName]§! in den Kerker.\n;;Apresar a §Y[From.GetTitledFirstName]§!.\n;;;;;;;x
EVTOPTA_RIP_11000;Finally;Enfin;Endlich;;Por fin.;;;;;;;;;x
EVTOPTA_RIP_11001;I feel better.;Je me sens mieux.;Ich fühle mich besser.;;Me siento mejor.;;;;;;;;;x
EVTOPTA_RIP_11035;My life is in your hands.;Ma vie est entre vos mains.;Mein Leben liegt in Eurer Hand.;;Mi vida está en tus manos.;;;;;;;;;x
EVTOPTA_RIP_11035_TOOLTIP;§Y[From.GetBestName]§! will perform an experimental treatment. The outcome of this treatment can be extreme. The risk of this treatment will vary depending on [From.GetHerHis] capabilities.;[From.Get_only_Le_Title]§Y[From.GetBestName]§! va utiliser un traitement expérimental dont le résultat peut être extrême. Le risque varie en fonction de ses compétences.;§Y[From.GetBestName]§! wird eine experimentelle Behandlung durchführen. Das Resultat dieser Behandlung könnte extrem sein. Die Risiken dieser Behandlung hängen davon ab, wie fähig [From.GetSheHe] ist.;;§Y[From.GetBestName]§! Realizará un tratamiento experimental. El resultado de este tratamiento puede ser extremo. El riesgo de este tratamiento variará dependiendo de su aptitud.;;;;;;;;;x
EVTOPTA_RIP_11040;I feel amazing!;Je suis en grande forme !;Ich fühle mich fabelhaft!;;¡Me siento fantástico!;;;;;;;;;x
EVTOPTA_RIP_11041;I actually feel better.;Je vais vraiment mieux.;Ich fühle mich tatsächlich besser.;;Me siento mucho mejor.;;;;;;;;;x
EVTOPTA_RIP_11042;I feel better, I think.;Je me sens mieux, je crois.;Es geht mir besser. Glaube ich.;;Me siento mejor, creo.;;;;;;;;;x
EVTOPTA_RIP_11045;Very well.;Très bien.;Nun gut.;;Muy bien.;;;;;;;;;x
EVTOPTA_RIP_11045_TOOLTIP;§Y[From.GetBestName]§! will do [From.GetHerHis] best to treat your symptoms.;[From.Get_only_Le_Title]§Y[From.GetBestName]§! fera de son mieux pour traiter vos symptômes.;§Y[From.GetBestName]§! wird alles daransetzen, Eure Symptome zu behandeln.;;§Y[From.GetBestName]§! hará cuanto esté en su mano para tratar tus síntomas.;;;;;;;;;x
EVTOPTA_RIP_11046;I am glad I hired [FromFrom.GetFirstName].;Avoir engagé [FromFrom.GetFirstName] fut une bonne chose.;Ich bin froh, [FromFrom.GetFirstName] angestellt zu haben.;;Me alegro de haber empleado a [FromFrom.GetFirstName].;;;;;;;;;x
EVTOPTA_RIP_11047;I feel... different.;Je me sens... pas comme d'habitude.;Ich fühle mich ... anders.;;Me siento… diferente.;;;;;;;;;x
EVTOPTA_RIP_11060;Off with [FromFromFrom.GetHerHis] head!;Qu'on lui coupe la tête !;Kopf ab!;;¡Que le corten la cabeza!;;;;;;;;;x
EVTOPTA_RIP_11061;I should compensate [FromFromFrom.GetFirstName] for a job well done!;Je vais récompenser [FromFromFrom.GetFirstName] pour son bon travail !;Ich sollte [FromFromFrom.GetFirstName] für die gute Arbeit angemessen entlohnen!;;¡Debería recompensar a [FromFromFrom.GetFirstName] por un trabajo bien hecho!;;;;;;;;;x
EVTOPTA_RIP_11067;[From.GetTitledFirstName], you must attempt to save my [sickly_infant.GetFirstName]!;[From.GetTitledFirstName], vous devez essayer de sauver m[sickly_infant.GetOnA] petit[sickly_infant.Get_E] [sickly_infant.GetFirstName] !;[From.GetTitledFirstName], Ihr müsst versuchen, [sickly_infant.GetFirstName] zu retten!;;¡[From.GetTitledFirstName], debes tratar de salvar a mi [sickly_infant.GetFirstName]!;;;;;;;;;x
EVTOPTA_RIP_11067_TOOLTIP;§Y[From.GetTitledFirstName]§! does [From.GetHerHis] best to treat your [sickly_infant.GetSonDaughter] §Y[sickly_infant.GetTitledFirstName]§!.;[From.Get_Le_TitledFirstNameJ] fera de son mieux pour soigner l'enfant.;§Y[From.GetTitledFirstName]§! tut alles Erdenkliche, um das Leiden Eures armen Kindes §Y[sickly_infant.GetTitledFirstName]§! zu heilen.;;§Y[From.GetTitledFirstName]§! hace cuanto puede para curar a tu [sickly_infant.GetSonDaughter] §Y[sickly_infant.GetTitledFirstName]§!.;;;;;;;;;x
EVTOPTA_RIP_11069;[Root.Religion.GetHighGodName] be praised for our good fortune!;Que [Root.Get_le_HighGod] soit loué pour notre bonne fortune !;[Root.Religion.GetHighGodName] sei gepriesen für diese glückliche Wendung des Schicksals!;;¡Alabado sea [Root.Religion.GetHighGodName] por nuestra fortuna!;;;;;;;;;x
EVTOPTA_RIP_11070;Thank you, [From.GetFirstName], for giving my [sickly_infant.GetSonDaughter] a second chance.;Merci [From.GetFirstName], pour avoir donné à m[sickly_infant.GetOnA] [sickly_infant.GetSonDaughter] une seconde chance.;Ich danke Euch, meinem Kind eine 2. Chance beschert zu haben.;;Gracias, [From.GetFirstName], por dar a mi [sickly_infant.GetSonDaughter] una segunda oportunidad.;;;;;;;;;x
EVTOPTA_RIP_11071;Why am I even paying that quack?!;Pourquoi est-ce que je paie ce charlatan ?!;Für was bezahle ich diesen Pfuscher überhaupt?;;¡¿Por qué sigo pagando a ese charlatán?!;;;;;;;;;x
EVTOPTA_RIP_11071_TOOLTIP;§Y[From.GetTitledFirstName]'s§! treatment of your [sickly_infant.GetSonDaughter] §Y[sickly_infant.GetTitledFirstName]§! was unsuccessful.;Le traitement [From.Get_du_TitledFirstNameJ] pour votre [sickly_infant.GetSonDaughter], [sickly_infant.Get_le_TitledFirstNameJ], fut inefficace.;Die Behandlung, die §Y[From.GetTitledFirstName]§! [sickly_infant.GetEuremEurer] [sickly_infant.GetSonDaughter] §Y[sickly_infant.GetTitledFirstName]§! angedeihen ließ, war ohne Erfolg.;;El tratamiento de §Y[From.GetTitledFirstName]§! de tu [sickly_infant.GetSonDaughter] §Y[sickly_infant.GetTitledFirstName]§! no tuvo éxito.;;;;;;;;;x
EVTOPTA_RIP_11073;[From.GetFirstName] is with [Root.Religion.GetHighGodName] now.;[From.GetFirstName] a rejoint [Root.Get_le_HighGod] à présent.;[Root.Religion.GetHighGodName] hat [From.GetFirstName] zu sich gerufen.;;[From.GetFirstName] ahora esta con [Root.Religion.GetHighGodName].;;;;;;;;;x
EVTOPTA_RIP_20001;[From.GetSheHeCap] will think twice before crossing me again.;[From.GetIlElleCap] y repensera à deux fois avant de me contrarier à l'avenir.;[From.GetSheHeCap] wird es sich zweimal überlegen, mich erneut zu verärgern.;;[From.GetElEllaCap] se lo pensará dos veces antes de volver a enfurecerme.;;;;;;;;;x
EVTOPTA_RIP_20002;M-me-merciful?!;Sa grande miséricorde ?!;G-gnädigerw-weise?!;;¡¿C, cle, clemente?!;;;;;;;;;x
EVTOPTA_RIP_20003;[From.GetSheHeCap] better watch [From.GetHerHis] back...;[From.GetIlElleCap] ferait mieux de surveiller ses arrières...;[From.GetSheHeCap] sollte sich besser vorsehen ...;;Mejor que [From.GetElElla] no baje la guardia…;;;;;;;;;x
EVTOPTA_RIP_20004;M-me-merciful?!;Sa grande miséricorde ?!;G-gnädigerw-weise?!;;¡¿C, cle, clemente?!;;;;;;;;;x
EVTOPTA_RIP_20005;[From.GetSheHeCap] should be grateful to be alive...;[From.GetIlElleCap] devrait éprouver de la reconnaissance pour être encore en vie...;[From.GetSheHe] sollte froh sein, noch am Leben zu sein ...;;Debe dar gracias de seguir con vida.;;;;;;;;;x
EVTOPTA_RIP_20006;Wha-what...?!;Qu-Quoi...?!;W-Was ...?!;;¡¿C, cómo…?!;;;;;;;;;x
EVTOPTA_RIP_20007;Tickle [From.GetHerHim]! Tickle [From.GetHerHim] until [From.GetSheHe] screams of laughter!;Chatouillez-[From.GetLeLa]! Chatouillez-[From.GetLeLa] jusqu'à ce qu'[From.GetIlElle] n'en puisse plus de rire !;Kitzelt [From.GetHerHim]! Kitzelt [From.GetHerHim], bis [From.GetSheHe] vor Lachen brüllt!;;¡Cosquilléa[From.GetRleRla]! ¡Cosquilléa[From.GetRleRla] hasta que grite de risa!;;;;;;;;;x
EVTOPTA_RIP_20008;Alright...;Bien...;Nun gut ...;;Vale…;;;;;;;;;x
EVTOPTA_RIP_20009;A sufficient punishment.;Un châtiment suffisant.;Eine ausreichende Bestrafung.;;Un castigo suficiente…;;;;;;;;;x
EVTOPTA_RIP_20010;Y-you must be kidding...? S-surely?;V-vous devez cer-certainement plaisanter... ?;D-Das kann nicht Euer Ernst sein ...? Oder doch?;;S, será una broma… ¿V, verdad?;;;;;;;;;x
EVTOPTA_RIP_20011;At least [From.GetSheHe] lives to tell the tale.;Au moins, [From.GetIlElle] sera en vie pour raconter l'histoire.;Immerhin hat [From.GetSheHe] jetzt etwas zu erzählen.;;Por lo menos vive para contarlo.;;;;;;;;;x
EVTOPTA_RIP_20012;Y-you must be kidding...? S-surely?;V-vous devez cer-certainement plaisanter... ?;D-Das kann nicht Euer Ernst sein ...? Oder doch?;;S, será una broma… ¿V, verdad?;;;;;;;;;x
EVTOPTA_RIP_20013;I have not come for your head. Your leg will do just fine.;Je ne suis pas là pour votre tête. Votre jambe sera suffisante.;Ich bin nicht an Eurem Kopf interessiert. Euer Bein genügt mir vollauf.;;No he venido a por tu cabeza. Me bastará con tu pierna.;;;;;;;;;x
EVTOPTA_RIP_20014;M-my... my leg? Please! No! NOOO!!!;M-ma... ma jambe ? Pitié ! Non ! NOOON !!!;M-Mein ... mein Bein? Bitte! Nein! NEIN!;;¿M, mi… mi pierna? ¡No, por favor! ¡¡¡NOOO!!!;;;;;;;;;x
EVTOPTA_RIP_20015;I have not come for your head. Your hand will do just fine.;Je ne suis pas là pour votre tête. Votre main sera suffisante.;Ich bin nicht an Eurem Kopf interessiert. Eure Hand genügt mir vollauf.;;No he venido a por tu cabeza. Me bastará con tu mano.;;;;;;;;;x
EVTOPTA_RIP_20016;M-my... my hand? Please! No! NOOO!!!;M-ma... ma main ? Pitié ! Non ! NOOON !!!;M-Meine ... meine Hand? Bitte! Nein! NEIN!;;¿M, mi… mi mano? ¡No, por favor! ¡¡¡NOOO!!!;;;;;;;;;x
EVTOPTA_RIP_20017;I have not come for your head. Your eye will do just fine.;Je ne suis pas là pour votre tête. Votre oeil fera l'affaire.;Ich bin nicht an Eurem Kopf interessiert. Euer Auge genügt mir vollauf.;;No he venido a por tu cabeza. Me bastará con tu ojo.;;;;;;;;;x
EVTOPTA_RIP_20018;M-my... my eye? Please! No! NOOO!!!;M-ma... mon oeil ? Pitié ! Non ! NOOON !!!;M-Mein ... mein Auge? Bitte! Nein! NEIN!;;¿M, mi… mi ojo? ¡No, por favor! ¡¡¡NOOO!!!;;;;;;;;;x
EVTOPTA_RIP_20019;I have not come for your head. Your nose will do just fine.;Je ne suis pas là pour votre tête. Votre nez fera l'affaire.;Ich bin nicht an Eurem Kopf interessiert. Eure Nase genügt mir vollauf.;;No he venido a por tu cabeza. Me bastará con tu nariz.;;;;;;;;;x
EVTOPTA_RIP_20020;M-my... my nose? Please! No! NOOO!!!;M-ma... mon nez ? Pitié ! Non ! NOOON !!!;M-Meine ... meine Nase? Bitte! Nein! NEIN!;;¿M, mi… mi nariz? ¡No, por favor! ¡¡¡NOOO!!!;;;;;;;;;x
EVTOPTA_RIP_20021;I have not come for your head. Your manhood will do.;Je ne suis pas là pour votre tête. Votre membre viril fera l'affaire.;Ich bin nicht an Eurem Kopf interessiert. Eure Männlichkeit genügt mir vollauf.;;No he venido a por tu cabeza. Me bastará con tu virilidad.;;;;;;;;;x
EVTOPTA_RIP_20022;M-my... my manhood? Please! No! NOOO!!!;M-ma... ma virilité ? Pitié ! Non ! NOOON !!!;M-Meine ... meine Männlichkeit? Bitte! Nein! NEIN!;;¿M, mi… mi virilidad? ¡No, por favor! ¡¡¡NOOO!!!;;;;;;;;;x
EVTOPTA_RIP_20023;[From.GetHerHisCap] ears will ring with contemptible cadence for weeks!;Ses oreilles tinteront avec ce rythme indigne pendant des semaines !;Diese verächtliche Kadenz wird Monate lang [From.GetHerHis]e Ohren quälen!;;¡En sus oídos retumbarán cadencias deleznables durante semanas!;;;;;;;;;x
EVTOPTA_RIP_20024;This is incredibly awkward.;C'est incroyablement difficile.;Das ist wirklich in höchstem Maße scheußlich.;;Esto es increíblemente violento.;;;;;;;;;x
EVTOPTA_RIP_20025;[From.GetHerHisCap] delicate intellect will be tarnished forever.;Son fragile intellect sera terni pour toujours.;Die Feinsinnigkeit [From.GetHerHis]es Intellekts wird sich davon nie wieder erholen.;;Su intelecto delicado quedará manchado para siempre.;;;;;;;;;x
EVTOPTA_RIP_20026;This is deplorable.;C'est déplorable.;Das ist erbärmlich.;;Esto es lamentable.;;;;;;;;;x
EVTOPTA_RIP_20027;[From.GetTitledFirstName] cringed the whole thing through!;[From.Get_Le_TitledFirstName] a grincé des dents tout le long !;[From.GetTitledFirstName] wand sich in einem fort!;;¡[From.GetTitledFirstName] estuvo muertFrom.GetOA] de la vergüenza todo el tiempo!;;;;;;;;;x
EVTOPTA_RIP_20028;My mind is tarnished forever.;Mon esprit est terni pour toujours.;Mein Geist hat bleibenden Schaden genommen ...;;Mi mente está manchada para siempre.;;;;;;;;;x
EVTOPTARIP.15001;The dress suits [From.GetHerHim].;Cette tenue lui va à ravir.;Sehr kleidsam, das Federkleid! Es passt ausgezeichnet!;;Esa vestimenta [From.GetRleRla] sienta bien.;;;;;;;;;x
EVTOPTARIP.15002;I do not deserve this humiliation!;Je ne mérite pas cette humiliation !;Eine derartige Demütigung habe ich nicht verdient!;;¡No merezco tal humillación!;;;;;;;;;x
EVTOPTARIP.15003;Let them stare! Serves [From.GetHerHim] right.;Qu'ils regardent ! Cela lui servira de leçon.;Lasst die Gaffer gaffen! [From.GetSheHeCap] hat es nicht anders verdient.;;¡Que miren! [From.GetRleRlaCap] está bien empleado.;;;;;;;;;x
EVTOPTARIP.15004;This is so embarrassing!;C'est si embarrassant !;Was für eine Blamage!;;¡Esto es tan humillante!;;;;;;;;;x
EVTOPTARIP.15005;I did it for [From.GetHerHis] own good.;Je l'ai fait pour son propre bien.;Es ist zu [From.GetHerHis]em eigenen Besten.;;Lo hice por su bien.;;;;;;;;;x
EVTOPTARIP.15006;My name is [Root.GetTitledFirstName]! This is unfair!;Mon nom est [Root.GetTitledFirstName] ! Ce n'est pas juste !;Aber mein Name ist [Root.GetTitledFirstName]! Das ist ungerecht!;;¡Me llamo [Root.GetTitledFirstName]! ¡Esto es injusto!;;;;;;;;;x
EVTOPTARIP.15007;That's entertainment!;Ça, c'est du spectacle !;Was für ein unterhaltsames Schauspiel!;;¡Qué espectáculo!;;;;;;;;;x
EVTOPTARIP.15008;How will I ever face anyone again?;Pourrai-je de nouveau regarder quelqu'un dans les yeux ?;Wie soll ich in Zukunft je wieder jemandem in die Augen schauen können?;;¿Cómo podré volver a mirar a nadie a la cara?;;;;;;;;;x
EVTOPTB_RIP_5060;Sickness and death awaits us all. Stop pestering me.;La maladie et la mort sont notre lot à tous. Ne me dérangez plus.;Krankheit und Tod erwartet uns alle. Hört auf, mich zu plagen.;;A todos nos esperan la enfermedad y la muerte. Deja de agobiarme.;;;;;;;x
