monastic_order_benedictine;[GetBenedictineSocietyName];[GetBenedictineSocietyName];[GetBenedictineSocietyName];;;;;;;;;;;x
quest_the_assassins_convert_province;Convert [FromFrom.GetName] to Shi'ism;Convertir [FromFrom.GetName] au chiisme;[FromFrom.GetName] zum Schiismus konvertieren;;Convertir a [FromFrom.GetName] al chiismo;;;;;;;;;x
quest_the_assassins_convert_province_tooltip;To complete this mission, the religion of the county [FromFrom.GetName] must become Shia. To convert [FromFrom.GetName], send your court Mullah to §Y'Proselytize'§! there.;Pour achever cette mission, la religion du comté '[FromFrom.GetName]' doit être chiite. Pour le convertir, envoyez votre mollah de la Cour y §Yfaire du prosélytisme§!.;Um diese Mission abzuschließen, muss das Religionsbekenntnis der Grafschaft [FromFrom.GetName] zu Schia werden. Schickt Euren Hof-Mullah, um die Menschen in [FromFrom.GetName] zu §Ybekehren§!.;;Para completar esta misión, el condado de [FromFrom.GetName] debe abrazar el chiismo. Para convertir a la región, envía al mulá de la corte a que §Yhaga proselitismo§!.;;;;;;;;;x
quest_the_assassins_occupy_holding;Occupy [FromFrom.GetName];Occuper [FromFrom.GetName];[FromFrom.GetName] besetzen;;Ocupar [FromFrom.GetName];;;;;;;;;x
quest_the_assassins_occupy_holding_desc;To protect the True Faith, the Assassins must sometimes make a preemptive strike against the infidels. You shall attack one of our enemies' key holdings, the [FromFrom.GetHolding] of [FromFrom.GetName] in [FromFrom.Location.County.GetName]. Your mission is completed when the [FromFrom.GetHolding] is under your control.;Afin de protéger la vraie foi, les Assassins doivent parfois faire une frappe préventive contre les infidèles. Vous attaquerez une propriété clé de nos ennemis, [FromFrom.GetHolding] de [FromFrom.GetName] en [FromFrom.Location.County.GetName]. Votre mission s'achèvera lorsque [FromFrom.GetHolding] sera sous votre contrôle.;Um den wahren Glauben zu schützen, müssen die Assassinen manchmal präventiv gegen die Ungläubigen vorgehen. Ihr werdet einen der wichtigsten Stützpunkte unserer Feinde in [FromFrom.GetHoldingdiedasden] von [FromFrom.GetName] in [FromFrom.Location.County.GetName] angreifen. Eure Mission ist zu Ende, wenn sich der Stützpunkt unter Eurer Kontrolle befindet.;;A veces, los Asesinos deben atacar de forma preventiva a los infieles para proteger la verdadera fe. Tu misión consiste en atacar y tomar el control de uno de los territorios esenciales de nuestros enemigos: el/la [FromFrom.GetHolding] de [FromFrom.GetName] en [FromFrom.Location.County.GetName].;;;;;;;;;x
quest_the_assassins_occupy_holding_tooltip;To complete this mission, declare war on §Y[FromFrom.Holder.Realm.Holder.GetTitledName]§! and siege the holding [FromFrom.GetName] in the county [FromFrom.Location.GetName] until it is under the control of §Y[Root.GetTitledFirstName]§!.;Pour réussir cette mission, déclarez la guerre [FromFrom.Holder.Realm.Holder.Get_au_TitledNameJ] et assiégez la propriété '[FromFrom.GetName]' en [FromFrom.Location.GetName] jusqu'à qu'elle soit sous le contrôle [Root.Get_du_TitledFirstNameJ].;Um diese Mission abzuschließen, erklärt §Y[FromFrom.Holder.Realm.Holder.GetTitledName]§! den Krieg und belagert den Stützpunkt [FromFrom.GetName] in der Grafschaft [FromFrom.Location.GetName], bis er sich unter der Kontrolle von §Y[Root.GetTitledFirstName]§! befindet.;;Para completar esta misión, declárale la guerra a §Y[FromFrom.Holder.Realm.Holder.GetTitledName]§! y asedia [FromFrom.GetName], en el condado de [FromFrom.Location.GetName], hasta que §Y[Root.GetTitledFirstName]§! tome el control.;;;;;;;;;x
quest_the_assassins_protege;Train Protege;Former un protégé;Schützling ausbilden;;Adiestrar a un aprendiz;;;;;;;;;x
quest_the_assassins_protege_desc;The names of some Assassins will live on forever. These extraordinary [Root.GetMenWomen] spent their entire lives studying and practicing the arts of an Assassin – disguise, infiltration, combat, and war strategies, as well as the customs and languages of their enemies. Finding and training the shining star of the next generation is a duty which has fallen upon you.;Les noms de certains Assassins ne seront jamais oubliés. Ces [Root.GetMenWomen] extraordinaires ont passé leurs vies à étudier et pratiquer les arts d'un Assassin – déguisement, infiltration, combat et stratégies guerrières, tout comme les coutumes et langues de leurs ennemis. Trouver et former l'étoile montante de la prochaine génération est un devoir qui vous revient.;Der Name der Assassinen wird ewig weiterleben. Diese außergewöhnlichen Menschen studierten und praktizierten ihr ganzes Leben lang die Künste eines Assassinen – sich zu verkleiden, die Gesellschaft des Opfers zu unterwandern, den Kampf und Kriegsstrategien sowie die Bräuche und Sprachen ihrer Feinde. Eure Pflicht ist es, den leuchtenden Stern der nächsten Generation zu finden und auszubilden.;;Algunos miembros de los Asesinos no serán olvidados jamás. Estos extraordinarios guerreros pasaron la vida estudiando y practicando el arte del asesinato, el camuflaje, la infiltración, el combate y las estrategias de guerra. Tu deber consiste en encontrar y entrenar a la joven promesa de la próxima generación.;;;;;;;;;x
quest_the_assassins_protege_tooltip;To complete this mission, the training of a protégé must be initiated and completed. To train a child, §Gright-click§! on their portrait and choose "Train Protégé".;Pour achever cette mission, la formation d'un protégé doit être initiée et complétée. Pour former un enfant, faites un clic droit sur son portrait et choisissez 'Entraîner un protégé'.;Um diese Mission abzuschließen, muss die Ausbildung eines Schützlings eingeleitet und abgeschlossen werden. Um ein Kind auszubilden, macht einen §GRechtsklick§! auf sein Porträt und wählt "Schützling ausbilden".;;Para cumplir esta misión hay que iniciar y terminar el entrenamiento de un protegido. Para entrenar a un niño, §Gbotón derecho§! en su retrato y elige "Entrenar protegido".;;;;;;;;;x
quest_the_devil_worshipers_demonic_impregnation;Spawn of [Root.GetDWDevil];Descendance [Root.GetDWDevilDuDela];Inkarnation von [Root.GetDWDevil];;Semilla de [Root.GetDWDevil];;;;;;;;;x
quest_the_devil_worshipers_demonic_impregnation_desc;The time has come for the embodied spawn of [Root.GetDWDevil] to enter this world and bring about a new era of glorious majesty. This child will lead humankind to a great future where we, the true followers, shall rule empires. The honor of choosing the unholy mother has fallen upon you.;Le temps est venu pour la progéniture [Root.GetDWDevilDuDela] d'entrer dans ce monde et de provoquer une nouvelle ère de majesté glorieuse. Cet enfant conduira l'humanité à un grand avenir où nous, les vrais disciples, régnerons sur des empires. L'honneur de choisir la mère impie vous revient.;Die Zeit ist gekommen, dass die Inkarnation von [Root.GetDWDevil] diese Welt betritt und eine neue Ära ruhmreicher Pracht einläutet. Dieses Kind wird die Menschheit in eine große Zukunft führen, in der wir, die wahren Anhänger, über Imperien herrschen werden. Die Ehre der Wahl einer unheiligen Mutter ist Euch zugefallen.;;Ha llegado la hora de que el mundo reciba a un engendro de [Root.GetDWDevil] para que dé comienzo una nueva era majestuosa. Este retoño guiará a la humanidad hacia un nuevo futuro en el que los verdaderos fieles gobernaremos imperios. El honor de elegir a la impía madre de la criatura es tuyo.;;;;;;;;;x
quest_the_devil_worshipers_demonic_impregnation_tooltip;To complete this mission, §Gright-click§! on a female follower of [Root.GetDWDevil] of child-bearing age in your court and select §Y'Unholy Impregnation'§!;Pour achever cette mission, faites un clic droit sur une femme à votre cour, adepte [Root.GetDWDevilDuDela] et en âge de procréer, puis sélectionnez '§YFécondation impie§!';Um diese Mission abzuschließen, §Grechtsklickt§! auf eine Anhängerin von [Root.GetDWDevil] im gebärfähigen Alter an Eurem Hof und wählt §Y"Unheilige Empfängnis"§!;;"Para completar esta misión, §Ghaz clic con el botón secundario§! en una seguidora de [Root.GetDWDevil] en edad fértil y selecciona §Y"Fecundación impía"§!.";;;;;;;;;x
quest_the_devil_worshipers_demonic_possession;Demonic Possession;Posséder par le démon;Vom Teufel besessen;;Posesión demoníaca;;;;;;;;;x
quest_the_devil_worshipers_demonic_possession_desc;Our almighty [Root.GetDWDevil] needs all sort of servants. For some missions, a true [Root.GetDWMagician] is needed. Other and more menial tasks, however, do not require the same kind of power and wit. Place §Y[FromFrom.GetTitledFirstName]§! under your control and have them carry out [Root.GetDWDevil]'s wishes.;[Root.GetDWDevil] a besoin de toute sorte de serviteurs. Pour certaines missions, un[Root.Get_E] vrai[Root.Get_E] [Root.GetDWMagician] est nécessaire. D'autres tâches inférieures ne requièrent pas le même genre de pouvoir ni d'intelligence. Placez [FromFrom.Get_le_TitledFirstNameJ] sous votre contrôle et faites-[FromFrom.GetLeLa] mettre à exécution les souhaits [Root.GetDWDevilDuDela].;[Root.GetDWDevil] braucht alle Arten von Dienern. Für einige Missionen wird [Root.Geteineine] wahre[Root.GetrMale] [Root.GetDWMagician] benötigt. Andere und gewöhnlichere Aufgaben wiederum erfordern nicht dieselbe Art von Macht und Wissen. Bringt §Y[FromFrom.GetTitledFirstName]§! dazu, die Wünsche von [Root.GetDWDevil] auszuführen.;;[Root.GetDWDevil] necesita todo tipo de sirvientes. Para algunas tareas necesita a [Root.GetDWMagician]s, pero para otras más mundanas no precisa de siervos con tanto poder e ingenio. Somete a §Y[FromFrom.GetTitledFirstName]§! para que haga realidad los deseos de [Root.GetDWDevil].;;;;;;;;;x
quest_the_devil_worshipers_demonic_possession_tooltip;To complete this mission, §Gright-click§! on the portrait of §Y[FromFrom.GetTitledFirstName]§!, select §Y'Demonic Possession'§! and successfully enthrall [FromFrom.GetHerHim].;Pour réussir cette mission, faites un clic droit sur le portrait [FromFrom.Get_du_TitledFirstNameJ], sélectionnez §Y'Posséder par le démon'§! et ensorcelez-[FromFrom.GetLeLa] avec succès.;Um diese Mission abzuschließen, rechtsklickt auf das Porträt von §Y[FromFrom.GetTitledFirstName]§!, wählt "§YVom Teufel besessen§!" und macht [FromFrom.GetHerHim] Euch gefügig.;;Para completar esta misión, haz clic con el botón secundario en el retrato de §Y[FromFrom.GetTitledFirstName]§! y selecciona §YPosesión demoníaca§!.;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_dwarf;Sacrifice a Dwarf;Sacrifier un nain;Einen Zwerg opfern;;Sacrificar a un enano;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_dwarf_desc;The powerful and mighty [Root.GetDWDevil] takes and gives. While we are rewarded with powers far beyond what most kings and queens ever dream of, everything has a price. [Root.GetDWDevil] demands payment in blood and souls. Offer them the life of a dwarf.;[Root.GetDWDevil] avec sa puissance, prend et donne. Bien que nous soyons récompensés avec des pouvoirs qui vont au-delà de ce dont les rois et les reines ont toujours rêvé, tout a un prix. [Root.GetDWDevil] exige un paiement avec du sang et des âmes. Prenez la vie d'un nain, en guise d'offrande.;[Root.GetDWDevil] nimmt und [Root.GetDWDevil] gibt. Auch wenn wir Kräfte erhalten, die jenseits all dessen sind, was selbst Könige und Königinnen sich erträumen können, hat alles seinen Preis. [Root.GetDWDevil] verlangt, in Blut und Seelen bezahlt zu werden. Bietet [Root.Getihmihr] das Leben eines Zwergs dar.;;[Root.GetDWDevil] es una divinidad poderosa capaz de dar y quitar. Sus fieles recibimos poderes que ya quisieran los monarcas más poderosos, pero todo en esta vida tiene un precio. [Root.GetDWDevil] exige sangre y almas. Ofrécele la vida de un enano.;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_dwarf_tooltip;To complete this mission, §Gright-click§! on the portrait of a prisoner in your dungeons who is a dwarf and select §Y'Sacrifice to [Root.GetDWDevil]'§!.;Pour réussir cette mission, faites un clic droit sur le portrait d'un de vos prisonniers qui est un nain, et sélectionnez §Y'Sacrifier à [Root.GetDWDevil]'§!.;Um diese Mission abzuschließen, rechtsklickt auf das Porträt eines Gefangenen in Euren Kerkern, der ein Zwerg ist, und wählt "§YFür [Root.GetDWDevil] opfern§!".;;Para completar esta misión, haz clic con el botón secundario en el retrato de un enano preso y selecciona §YHonrar a [Root.GetDWDevil]§!.;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_holy_person;Sacrifice a Holy Person;Sacrifier une sainte personne;Einen Glaubensanhänger opfern;;Sacrificar a un religioso;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_holy_person_desc;The powerful and mighty [Root.GetDWDevil] takes and gives. While we are rewarded with powers far beyond what most kings and queens ever dream of, everything has a price. [Root.GetDWDevil] demands payment in blood and souls. Offer them someone who pledged their life to [Root.Religion.GetHighGodName].;[Root.GetDWDevil] avec sa puissance, prend et donne. Bien que nous soyons récompensés avec des pouvoirs qui vont au-delà de ce dont les rois et les reines ont toujours rêvé, tout a un prix. [Root.GetDWDevil] exige un paiement avec du sang et des âmes. Prenez la vie de quelqu'un qui voue sa vie [Root.Get_au_HighGod], en guise d'offrande.;[Root.GetDWDevil] nimmt und [Root.GetDWDevil] gibt. Auch wenn wir Kräfte erhalten, die jenseits all dessen sind, was selbst Könige und Königinnen sich erträumen können, hat alles seinen Preis. [Root.GetDWDevil] verlangt, in Blut und Seelen bezahlt zu werden. Bietet [Root.Getihmihr] jemanden dar, der sein Leben [Root.Religion.GetHighGodName] verschrieben hat.;;[Root.GetDWDevil] es una divinidad poderosa capaz de dar y quitar. Sus fieles recibimos poderes que ya quisieran los monarcas más poderosos, pero todo en esta vida tiene un precio. [Root.GetDWDevil] exige sangre y almas. Ofrécele a alguien que haya consagrado su vida a [Root.Religion.GetHighGodName].;;;;;;;;;x
quest_the_devil_worshipers_sacrifice_holy_person_tooltip;To complete this mission, §Gright-click§! on the portrait of a prisoner in your dungeons who is a [Root.Religion.GetPriestTitle] or an ascetic and select §Y'Sacrifice to [Root.GetDWDevil]'§!.;Pour réussir cette mission, faites un clic droit sur le portrait d'un de vos prisonniers qui est [Root.Religion.GetPriestTitle] ou ascète, et sélectionnez §Y'Sacrifier à [Root.GetDWDevil]'§!.;Um diese Mission abzuschließen, rechtsklickt auf das Porträt eines Gefangenen in Euren Kerkern, der den Titel "[Root.Religion.GetPriestTitle]" trägt oder ein Asket ist, und wählt "§YFür [Root.GetDWDevil] opfern§!".;;Para completar esta misión, haz clic con el botón secundario en el retrato de un asceta preso en la mazmorra y selecciona §YHonrar a [Root.GetDWDevil]§!.;;;;;;;;;x
